city,negative,neutral,positive
Baltimore,0.5317214411153308,0.2964526023737227,0.1718259565109464
Mentor,0.5317214411153308,0.2964526023737227,0.1718259565109464
Anaheim,0.5317214411153308,0.2964526023737227,0.1718259565109464
Skokie,0.5317214411153308,0.2964526023737227,0.1718259565109464
Beverly Hills,0.5317214411153308,0.2964526023737227,0.1718259565109464
Louisville,0.5317214411153308,0.2964526023737227,0.1718259565109464
Hale,0.5317214411153308,0.2964526023737227,0.1718259565109464
Dania Beach,0.6817176872140381,0.15293838482601796,0.16534392795994388
Midland,0.693808716206535,0.14281666362192705,0.16337462017153798
Seattle,0.693808716206535,0.14281666362192705,0.16337462017153798
Rockland,0.693808716206535,0.14281666362192705,0.16337462017153798
Rogers,0.693808716206535,0.14281666362192705,0.16337462017153798
Tacoma,0.693808716206535,0.14281666362192705,0.16337462017153798
Morristown,0.693808716206535,0.14281666362192705,0.16337462017153798
Weymouth,0.693808716206535,0.14281666362192705,0.16337462017153798
Santol,0.693808716206535,0.14281666362192705,0.16337462017153798
Minneapolis,0.693808716206535,0.14281666362192705,0.16337462017153798
Kannapolis,0.693808716206535,0.14281666362192705,0.16337462017153798
Harlem,0.693808716206535,0.14281666362192705,0.16337462017153798
Torrance,0.693808716206535,0.14281666362192705,0.16337462017153798
North Miami,0.693808716206535,0.14281666362192705,0.16337462017153798
Woodstock,0.693808716206535,0.14281666362192705,0.16337462017153798
Hilton Head,0.693808716206535,0.14281666362192705,0.16337462017153798
Milton,0.693808716206535,0.14281666362192705,0.16337462017153798
Mountain Brook,0.693808716206535,0.14281666362192705,0.16337462017153798
West Albany,0.693808716206535,0.14281666362192705,0.16337462017153798
Four Corners,0.693808716206535,0.14281666362192705,0.16337462017153798
Canary Wharf,0.693808716206535,0.14281666362192705,0.16337462017153798
Flatbush,0.693808716206535,0.14281666362192705,0.16337462017153798
Rancho Penasquitos,0.693808716206535,0.14281666362192705,0.16337462017153798
Commack,0.693808716206535,0.14281666362192705,0.16337462017153798
Wethersfield,0.693808716206535,0.14281666362192705,0.16337462017153798
Pleasantville,0.693808716206535,0.14281666362192705,0.16337462017153798
Lebanon,0.693808716206535,0.14281666362192705,0.16337462017153798
Brooklyn,0.693808716206535,0.14281666362192705,0.16337462017153798
Erlanger,0.693808716206535,0.14281666362192705,0.16337462017153798
Willowdale,0.693808716206535,0.14281666362192705,0.16337462017153798
Tempe,0.693808716206535,0.14281666362192705,0.16337462017153798
Pittsburgh,0.693808716206535,0.14281666362192705,0.16337462017153798
Mount Vernon,0.693808716206535,0.14281666362192705,0.16337462017153798
Carolina,0.693808716206535,0.14281666362192705,0.16337462017153798
Ashford,0.693808716206535,0.14281666362192705,0.16337462017153798
Haslett,0.693808716206535,0.14281666362192705,0.16337462017153798
North Hollywood,0.693808716206535,0.14281666362192705,0.16337462017153798
Spring Valley,0.693808716206535,0.14281666362192705,0.16337462017153798
Waltham,0.693808716206535,0.14281666362192705,0.16337462017153798
Napa,0.693808716206535,0.14281666362192705,0.16337462017153798
Washington Heights,0.693808716206535,0.14281666362192705,0.16337462017153798
Glen Avon,0.693808716206535,0.14281666362192705,0.16337462017153798
West Orange,0.693808716206535,0.14281666362192705,0.16337462017153798
Phoenix,0.693808716206535,0.14281666362192705,0.16337462017153798
Boulder,0.693808716206535,0.14281666362192705,0.16337462017153798
Security-Widefield,0.693808716206535,0.14281666362192705,0.16337462017153798
Ontario,0.693808716206535,0.14281666362192705,0.16337462017153798
San Luis Obispo,0.693808716206535,0.14281666362192705,0.16337462017153798
Union,0.693808716206535,0.14281666362192705,0.16337462017153798
Rahway,0.693808716206535,0.14281666362192705,0.16337462017153798
Kissimmee,0.693808716206535,0.14281666362192705,0.16337462017153798
Commerce City,0.693808716206535,0.14281666362192705,0.16337462017153798
Rubidoux,0.693808716206535,0.14281666362192705,0.16337462017153798
Benito Juarez,0.693808716206535,0.14281666362192705,0.16337462017153798
Rexburg,0.693808716206535,0.14281666362192705,0.16337462017153798
Matthews,0.693808716206535,0.14281666362192705,0.16337462017153798
Oakland,0.693808716206535,0.14281666362192705,0.16337462017153798
SeaTac,0.693808716206535,0.14281666362192705,0.16337462017153798
Polanco,0.693808716206535,0.14281666362192705,0.16337462017153798
Paderborn,0.693808716206535,0.14281666362192705,0.16337462017153798
Winter Park,0.693808716206535,0.14281666362192705,0.16337462017153798
Niles,0.693808716206535,0.14281666362192705,0.16337462017153798
North Charleston,0.693808716206535,0.14281666362192705,0.16337462017153798
Venustiano Carranza,0.693808716206535,0.14281666362192705,0.16337462017153798
Port Richmond,0.693808716206535,0.14281666362192705,0.16337462017153798
Forest Hills,0.693808716206535,0.14281666362192705,0.16337462017153798
Rio Rancho,0.693808716206535,0.14281666362192705,0.16337462017153798
Romulus,0.693808716206535,0.14281666362192705,0.16337462017153798
Henderson,0.693808716206535,0.14281666362192705,0.16337462017153798
Dickson,0.693808716206535,0.14281666362192705,0.16337462017153798
Fairhaven,0.693808716206535,0.14281666362192705,0.16337462017153798
Deer Park,0.693808716206535,0.14281666362192705,0.16337462017153798
Coral Gables,0.693808716206535,0.14281666362192705,0.16337462017153798
Allen,0.693808716206535,0.14281666362192705,0.16337462017153798
Glassmanor,0.693808716206535,0.14281666362192705,0.16337462017153798
Overland,0.693808716206535,0.14281666362192705,0.16337462017153798
Windsor,0.693808716206535,0.14281666362192705,0.16337462017153798
Johnston,0.693808716206535,0.14281666362192705,0.16337462017153798
Ashtabula,0.693808716206535,0.14281666362192705,0.16337462017153798
Hampton Park,0.43973250788584667,0.4076783195188832,0.15258917259527022
Longview,0.43973250788584667,0.4076783195188832,0.15258917259527022
Egypt Lake-Leto,0.43973250788584667,0.4076783195188832,0.15258917259527022
Long Beach,0.43973250788584667,0.4076783195188832,0.15258917259527022
Nassau,0.6009770433323679,0.24882652390209586,0.1501964327655361
Germantown,0.6009770433323679,0.24882652390209586,0.1501964327655361
Honolulu,0.6009770433323679,0.24882652390209586,0.1501964327655361
Bayside,0.6009770433323679,0.24882652390209586,0.1501964327655361
Glendale,0.6009770433323679,0.24882652390209586,0.1501964327655361
Corpus Christi,0.6009770433323679,0.24882652390209586,0.1501964327655361
Wakefield,0.6009770433323679,0.24882652390209586,0.1501964327655361
Bridgetown,0.6009770433323679,0.24882652390209586,0.1501964327655361
Green,0.6009770433323679,0.24882652390209586,0.1501964327655361
Birmingham,0.6009770433323679,0.24882652390209586,0.1501964327655361
Marlborough,0.6009770433323679,0.24882652390209586,0.1501964327655361
CancÃÂºn,0.6009770433323679,0.24882652390209586,0.1501964327655361
Bellaire,0.7276691753150101,0.12767069650649143,0.14466012817849852
Rock Hill,0.7276691753150101,0.12767069650649143,0.14466012817849852
Earlsfield,0.7276691753150101,0.12767069650649143,0.14466012817849852
Hollywood,0.7276691753150101,0.12767069650649143,0.14466012817849852
Garland,0.7276691753150101,0.12767069650649143,0.14466012817849852
Manhattan,0.7276691753150101,0.12767069650649143,0.14466012817849852
Candelaria,0.7276691753150101,0.12767069650649143,0.14466012817849852
Lexington,0.7276691753150101,0.12767069650649143,0.14466012817849852
Willow Grove,0.7276691753150101,0.12767069650649143,0.14466012817849852
Council Bluffs,0.7276691753150101,0.12767069650649143,0.14466012817849852
Chamblee,0.7276691753150101,0.12767069650649143,0.14466012817849852
Aldine,0.7764428812648125,0.08165371124332832,0.14190340749185912
Tallahassee,0.6484096526280628,0.21677019863323357,0.13482014873870363
Millbrae,0.7878935683482493,0.07808812887384195,0.13401830277790874
Aurora,0.7525715157042445,0.11643667738650595,0.13099180690924947
Cleveland,0.7525715157042445,0.11643667738650595,0.13099180690924947
Punta Cana,0.7525715157042445,0.11643667738650595,0.13099180690924947
Charlotte,0.809985333403423,0.059471703625479315,0.1305429629710976
Dubai,0.5721207052237053,0.30294287179384416,0.12493642298245061
Gladstone,0.5721207052237053,0.30294287179384416,0.12493642298245061
Bozeman,0.6832878189284192,0.1935248913194661,0.1231872897521149
Dyker Heights,0.6832878189284192,0.1935248913194661,0.1231872897521149
College Point,0.6832878189284192,0.1935248913194661,0.1231872897521149
Somerset,0.6832878189284192,0.1935248913194661,0.1231872897521149
Springfield Gardens,0.7392465363964086,0.13928865708091218,0.12146480652267924
"Washington, D.C.",0.8069294626339927,0.07203821551196829,0.12103232185403912
Bartlett,0.771972846798647,0.10762588176585834,0.12040127143549484
Fairview Park,0.771972846798647,0.10762588176585834,0.12040127143549484
Shrewsbury,0.771972846798647,0.10762588176585834,0.12040127143549484
Dover,0.771972846798647,0.10762588176585834,0.12040127143549484
Mariners Harbor,0.771972846798647,0.10762588176585834,0.12040127143549484
Brighton,0.7739638498402999,0.1091470588827302,0.11688909127697006
San Diego,0.7102831653709598,0.17574127104382886,0.11397556358521135
Coppell,0.7102831653709598,0.17574127104382886,0.11397556358521135
Bushwick,0.7876853714756354,0.10045186644762694,0.11186276207673759
Montrose,0.7876853714756354,0.10045186644762694,0.11186276207673759
Gahanna,0.7876853714756354,0.10045186644762694,0.11186276207673759
Springfield,0.6478076762626276,0.24463581927977246,0.10755650445760004
San Bruno,0.7319687279487493,0.16159656732333705,0.10643470472791346
Palm Desert,0.8007694781696818,0.09445128875331722,0.10477923307700114
Miami Beach,0.8007694781696818,0.09445128875331722,0.10477923307700114
Drexel Hill,0.74988101717831,0.15001292152827767,0.10010606129341235
Grapevine,0.8118961307767866,0.08932920461454437,0.09877466460866909
Newark,0.8299420697065109,0.08098408727040403,0.08907384302308513
Kenner,0.8374057977582994,0.0775188961599272,0.08507530608177344
Ferndale,0.8080792359750475,0.11304377829429432,0.07887698573065821
